bank_tier,current_version,target_version,version_jump_size,system_age_months,last_upgrade_months_ago,code_customization_percent,third_party_integrations,avg_transaction_volume,peak_transaction_volume,system_uptime_percent,avg_response_time_ms,incident_count_last_6months,unplanned_downtime_hours_last_year,infrastructure_model,server_count,database_size_gb,concurrent_users,network_bandwidth_mbps,power_stability_score,deployment_strategy,deployment_automation_level,pm_methodology,critical_incidents_last_year,test_environment_available,backup_verified,rollback_plan_exists,staff_training_completed,early_stage_testing_completed,cbn_compliance_verified,data_localization_compliant,cyber_security_framework_updated,bcp_dr_plan_tested,customer_satisfaction_score,customer_complaints_last_quarter,digital_banking_adoption_percent,service_disruption_tolerance_hours,upgrade_window_hours,business_critical_period,regulatory_compliance_required,dedicated_team_size,vendor_support_available,budget_allocated_usd,external_consultant_engaged,upgrade_success,upgrade_risk_score,system_health_score
tier2,v10.1,v11.0,major_1x,73,6,33.396169567527984,42,142951,282303,98.04802283745555,293,3,17,private_cloud,31,12674,4530,1725,76.96769138187163,blue_green,79.05547638725642,kanban,0,1,1,1,1,0,0,1,0,0,90.67971010791543,9,65.08630250878149,5,64,0,1,12,0,3632319,1,1,79.80458902006974,75.66401141872778
microfinance,v8.2,v11.0,minor,75,10,45.43508598821752,21,214921,358559,97.94385476186412,468,2,19,private_cloud,4,15834,3311,3558,81.37235257009378,canary,18.307000623102688,waterfall,3,1,1,1,1,1,1,1,1,1,83.72976466785349,15,69.45685320801395,3,16,0,1,6,1,1541299,0,1,41.39238508892203,74.11192738093206
tier3,v8.5,v10.1,major_1x,75,9,61.756958603686925,19,94919,410403,96.38842768141716,1147,0,24,hybrid_cloud,12,12764,2429,6398,83.21969157650744,rolling,56.39103047790771,agile,3,0,1,1,1,0,1,1,0,1,80.33068058345468,8,62.57181371799886,4,12,0,0,3,1,1784265,0,1,62.626518380585495,63.25421384070859
tier3,v8.2,v10.5,major_1x,43,24,55.45555714324993,16,293167,554844,95.52491682535846,1335,5,32,private_cloud,25,24992,3378,2269,78.16700894815648,blue_green,43.25826182832728,waterfall,6,1,1,1,0,1,1,1,1,0,88.11221205934326,10,68.00861239780211,4,29,0,1,6,1,2139460,1,1,51.16388532999232,40.06245841267922
tier1,v8.2,v10.5,major_1x,101,6,45.72940068396508,49,416200,339019,95.71853695790901,1241,4,10,private_cloud,21,14600,7775,3024,82.74474948032508,canary,73.25449594503841,agile,7,1,1,1,1,1,1,1,1,1,68.13306953746604,11,48.79111667493417,3,36,0,0,17,1,4043921,1,1,52.37192667033444,56.03926847895451
microfinance,v10.1,v9.0,major_1x,12,37,60.8065573178534,15,67673,540603,95.47984154380107,1161,7,13,on_premise,5,17387,1497,4341,80.97653262393497,canary,54.4004363601207,agile,0,1,1,0,1,0,1,1,0,1,76.10201332434137,13,61.578505864300624,5,23,1,0,7,1,1205025,0,1,93.724902906118,47.01992077190053
tier3,v8.5,v10.5,major_1x,18,8,66.60001940520186,13,214717,153476,95.254463133608,1096,5,22,on_premise,9,23335,3993,6009,73.88223295216444,canary,60.260054363529434,scrum,6,1,0,1,0,0,1,1,1,1,72.44478837812798,14,61.19380177629987,9,8,1,0,13,0,601736,1,1,100.0,49.707231566804
tier1,v9.0,v10.5,major_1x,35,8,47.71050883981376,16,263980,992885,97.03448502223539,1067,4,45,hybrid_cloud,36,14296,4055,6755,86.79825233145388,rolling,25.85833203789387,waterfall,4,1,1,0,1,1,1,0,1,0,84.15971072187793,14,83.25084734957953,6,59,1,0,19,1,1630412,1,1,60.19362506952563,42.6772425111177
tier3,v10.1,v10.5,minor,30,16,59.97143449124545,26,57269,462081,96.30299855360002,899,4,8,on_premise,21,18900,4202,5230,84.54761224614391,blue_green,65.75964426673028,waterfall,4,1,1,1,1,1,1,1,0,1,85.7002152236183,15,58.56331032008587,4,50,0,0,4,0,621499,1,1,66.07161352849909,64.1714992768
tier3,v9.0,v9.2,major_1x,26,36,12.781791659055493,12,151319,189055,95.63154928314127,1127,11,14,on_premise,13,14017,4455,3021,63.19401402792062,canary,14.875138151934514,scrum,3,1,1,1,1,0,1,0,1,1,74.61309274918197,18,75.84719053976117,4,34,1,1,10,0,1594789,1,1,100.0,35.27577464157065
tier1,v8.5,v9.0,minor,27,34,20.5459611942631,20,331926,636336,98.457988826325,957,2,22,hybrid_cloud,16,36966,6749,9100,98.5689616220574,blue_green,41.89309401930277,agile,7,1,1,1,1,0,0,1,1,1,67.28102338664053,5,64.96840972359936,8,9,1,0,8,1,3201837,1,1,61.195289715756445,63.088994413162496
tier2,v8.2,v10.1,minor,104,15,15.737468055387245,8,236539,235801,99.35905172959325,1458,10,21,private_cloud,32,36987,7286,6430,85.93815651775283,canary,49.47343958986371,agile,2,1,1,1,1,0,0,1,1,1,67.07368775098502,13,49.006233968918984,5,55,0,1,5,1,3031094,1,1,100.0,30.019525864796634
tier2,v9.2,v10.5,major_1x,94,36,60.25083411274046,36,242210,623951,98.99767575681929,751,12,12,hybrid_cloud,31,14407,2106,3177,88.87398911139259,big_bang,80.03453762276146,waterfall,4,1,1,1,1,1,1,1,0,0,80.2880092486243,9,78.6171044584574,3,33,1,0,6,1,3544718,1,1,100.0,42.47883787840965
tier2,v9.2,v9.2,major_2x,79,12,19.1401035174694,10,372444,312862,96.42349269594125,451,1,37,private_cloud,28,30068,5464,5660,95.57801301498303,canary,57.22534924281629,kanban,1,1,0,1,1,1,1,1,1,1,67.38112972752768,15,61.34278857215113,10,50,0,0,6,0,2172719,0,1,73.09964687896317,67.69174634797064
microfinance,v8.5,v10.5,minor,12,10,12.145605362573434,24,125113,420872,97.64024867663437,140,6,12,hybrid_cloud,6,8578,1237,4235,71.73223652916722,big_bang,52.87221241710381,waterfall,2,1,1,1,0,0,1,1,1,1,67.07256705385639,13,50.181307016808034,4,22,0,0,5,1,352538,0,1,86.46637857794224,72.02012433831719
tier3,v9.2,v9.2,minor,69,18,20.610342281736646,29,211683,404119,98.56808275086009,500,9,14,hybrid_cloud,6,22338,1224,3781,68.14341780039396,big_bang,66.27014142804487,agile,4,1,1,1,1,1,1,1,1,1,78.42553377744699,23,53.25722683989111,7,19,0,0,3,0,1051354,1,1,93.420229769801,55.284041375430036
tier3,v9.0,v9.0,minor,62,14,29.329458146464077,25,240619,582236,98.45972337051438,400,11,28,on_premise,19,10860,5594,3694,71.99050912155174,blue_green,53.903018962446836,waterfall,2,1,1,1,1,1,1,1,1,1,62.15041220906673,15,77.1742402924866,5,38,0,0,8,1,2303712,0,1,96.21445965227804,44.22986168525719
tier2,v9.2,v10.5,minor,64,35,41.96210342970022,31,344012,539331,98.93262608062929,783,3,23,private_cloud,38,11651,6005,3484,82.58626050176179,big_bang,46.402075313220365,scrum,5,1,1,1,1,1,1,1,1,1,87.08615510989975,9,61.562333699337856,3,42,0,0,10,1,2472791,0,1,56.32151968931568,63.30631304031465
tier2,v8.5,v9.2,major_1x,90,6,18.287760750818585,15,95795,213185,98.54297289238988,1140,13,17,hybrid_cloud,27,19505,1515,6331,81.86066417938673,rolling,39.407047764610894,kanban,7,0,1,1,0,0,1,1,0,1,89.77518473551952,9,59.51032260162254,3,43,0,1,12,1,3085760,1,1,100.0,28.971486446194945
tier3,v8.5,v11.0,minor,57,11,39.90414497727469,12,233711,337005,96.28048355564542,985,2,12,private_cloud,29,7280,2812,941,86.09755690282995,big_bang,23.610800786015098,kanban,2,0,1,1,0,0,1,0,1,1,77.8461017359175,16,69.69939252320194,10,32,1,0,3,1,2186177,1,1,93.24060269137648,66.4402417778227
tier3,v9.0,v11.0,major_2x,99,33,26.13361298212767,9,73926,141301,95.536409546679,1119,5,33,on_premise,21,5351,1559,4919,76.953958324455,big_bang,38.421934263667765,waterfall,4,0,1,0,1,1,1,1,1,0,81.42439113580981,15,59.950381513097675,6,49,1,1,8,1,1970325,0,1,100.0,43.88820477333951
tier1,v9.2,v9.2,major_1x,34,14,33.77746423771854,37,464735,461168,97.74091234221716,1085,3,33,hybrid_cloud,16,49133,6558,6804,100.0,rolling,19.083081189830683,kanban,1,1,1,1,1,1,1,1,1,1,73.86672532663904,15,77.97083201414026,8,22,0,0,19,0,4528770,1,1,46.59609323946098,51.67045617110857
tier3,v9.2,v10.5,major_1x,26,14,57.62599557043473,6,272472,394178,95.43418632543194,594,6,5,on_premise,9,23654,4504,2216,70.42955216635795,rolling,20.601515835198754,agile,2,1,1,1,0,1,1,1,1,1,80.39581626106224,10,64.83211311518298,4,18,0,0,11,1,2126695,1,1,67.73737428803956,65.33709316271597
tier3,v8.2,v10.5,major_1x,63,22,66.68236585375233,25,273256,177357,98.78697718431081,1171,6,7,hybrid_cloud,11,18177,4034,843,67.98050331992852,big_bang,28.93318823776302,agile,4,1,1,1,0,1,1,1,1,0,69.01064812720017,13,76.09237151520244,1,5,1,1,13,1,1683321,1,1,82.8766874721732,54.473488592155405
tier2,v10.1,v9.0,minor,80,34,41.912498294921306,14,269961,469854,96.84238039352047,1572,5,9,hybrid_cloud,20,32318,6291,3445,84.39631356210796,big_bang,74.07685949252904,kanban,1,1,1,1,1,0,0,1,0,1,68.15580080612963,6,78.31349188917306,10,58,0,1,11,1,3135397,1,1,100.0,47.48119019676024
tier1,v8.5,v9.0,minor,50,43,36.79679328134142,43,434894,551527,99.80706224962931,1805,1,43,hybrid_cloud,34,36042,9882,2261,99.77284512086405,canary,46.968986637751996,scrum,4,1,1,1,1,1,1,1,1,0,93.24064955746633,11,49.551062585816425,5,50,0,0,16,1,3977342,1,1,29.480081728692873,39.30353112481466
tier3,v8.2,v10.1,major_1x,97,33,63.637875907637145,27,178472,130059,97.98632610970492,736,8,9,hybrid_cloud,19,26021,4663,4241,75.51645890987925,canary,21.32952894706679,agile,4,0,1,1,0,0,1,1,0,0,85.03459646949423,12,76.44434025730472,9,42,0,1,13,1,588259,1,1,100.0,55.77316305485246
tier2,v8.5,v9.0,minor,53,13,44.0815883909879,21,75131,505594,97.052824119698,1609,2,17,hybrid_cloud,14,10799,7136,1613,90.15726120131382,canary,68.81058502875786,agile,7,1,1,1,0,1,1,1,1,0,81.4011574633025,13,68.68761663656753,7,41,0,1,12,1,2498850,1,1,33.91541660329975,51.846412059849
tier2,v8.2,v10.5,major_1x,25,36,57.71266323530496,33,113439,811379,95.88909766376462,404,4,38,on_premise,13,37669,6651,3170,96.28446731524856,canary,80.76535318478831,kanban,3,1,1,1,0,0,1,1,1,1,69.49390128457641,15,57.04760639045531,4,28,1,0,6,1,1355393,1,1,68.63905728508666,58.86454883188232
tier2,v10.1,v10.1,minor,45,37,38.940646435611505,8,226558,279965,96.36130044257283,1578,10,40,private_cloud,37,23393,5423,6914,99.4836501086302,rolling,68.22140863356256,agile,3,1,1,1,1,0,1,1,0,0,84.55837845446065,11,78.76433699704451,4,42,0,0,9,1,3379378,1,1,89.36351806758674,16.62065022128641
tier2,v8.2,v9.0,minor,27,39,26.419105169352274,34,346929,431201,98.09251997824848,1131,10,38,hybrid_cloud,10,36671,4837,7407,68.52351808765602,rolling,19.869858498281637,kanban,3,0,0,1,1,1,1,1,1,1,89.58038505898372,8,74.58629557699972,3,41,0,0,6,0,3591883,0,1,100.0,27.426259989124233
tier3,v8.5,v9.2,minor,72,29,48.46009497771131,15,230505,553772,98.18818018538032,511,1,5,public_cloud,8,8332,4141,2298,76.97653803558605,rolling,26.50113984395466,scrum,5,1,1,1,1,1,1,1,1,1,76.60703261701325,14,48.50232682907545,3,52,0,1,8,0,1567485,1,1,36.479181382855806,83.37409009269015
tier3,v9.2,v11.0,minor,24,14,49.00656460657519,18,154842,275718,98.71935453461765,1373,11,12,on_premise,14,20313,4724,865,76.09206483989179,canary,44.58509848787611,waterfall,4,1,1,0,1,1,1,1,1,0,86.73910539279795,11,47.220534655341744,4,12,0,1,3,1,1107244,0,1,89.97591256533195,32.89967726730882
tier2,v8.5,v9.0,major_2x,43,13,41.69430047118098,27,242836,300568,95.9441134813898,1187,1,39,hybrid_cloud,15,32366,7710,1864,69.72643922916998,canary,25.103150541256905,waterfall,5,1,1,1,1,1,1,1,1,1,80.86857834022378,11,78.09563150406443,5,22,0,1,8,1,3103258,1,1,57.440111479113654,51.732056740694915
microfinance,v9.0,v9.0,minor,35,22,25.28118404609864,13,228091,521516,95.63024427827686,728,0,5,on_premise,15,5692,2501,2273,74.97786712606812,canary,39.28509968276799,waterfall,0,1,1,0,0,1,1,1,1,1,84.63382848694077,10,64.41177800232117,8,10,0,1,9,1,1789953,0,1,32.27726931373128,80.75512213913842
microfinance,v9.0,v9.2,major_2x,17,2,54.46439277773918,10,85781,226816,95.25868308057659,257,0,20,on_premise,21,16640,1248,1773,69.6295858784424,blue_green,16.453583835482025,waterfall,4,1,1,1,1,0,0,1,0,1,72.29655832240618,7,51.05390146669032,9,22,0,0,6,0,876466,0,1,98.915852054056,82.4893415402883
microfinance,v9.0,v10.5,major_1x,64,29,25.560023380586887,25,33769,95302,95.97204765235988,852,6,6,on_premise,16,11570,4179,3151,73.03706939487364,big_bang,33.93453628346312,agile,1,1,1,1,0,1,0,1,1,1,74.76731365476876,14,52.95038836528609,7,52,0,0,3,1,1749523,1,1,100.0,59.94602382617995
tier2,v9.0,v9.2,major_2x,83,14,53.483532145758105,20,271558,235191,98.68047270965607,520,11,25,on_premise,9,26580,1851,4947,68.6255511484921,rolling,63.15372334718266,waterfall,1,1,1,1,1,1,1,1,1,1,91.44944270660983,7,67.56166310873714,11,63,0,1,8,0,1318202,1,1,100.0,43.44023635482803
tier2,v10.1,v9.0,major_1x,45,36,37.17650764059799,19,110024,454713,96.20664416520944,384,12,9,on_premise,9,13810,7669,2709,100.0,canary,69.11754481897721,waterfall,7,1,1,1,0,1,1,1,1,1,80.65187091133636,11,66.49901530075083,11,41,1,1,7,1,1436186,0,1,87.9755220998948,49.92332208260473
microfinance,v9.2,v10.5,major_2x,14,13,35.80064641208567,24,75696,506957,96.91316238689652,254,8,3,on_premise,4,12062,1541,2884,69.99263930200759,big_bang,48.631841749321644,waterfall,1,1,1,1,1,1,1,1,0,1,73.58703846814403,12,62.61304467970711,1,54,1,1,11,0,1375335,1,1,100.0,67.87658119344826
tier3,v9.2,v10.1,minor,14,35,24.121778063145907,26,146115,398694,96.82555120565162,769,0,22,on_premise,27,12714,2779,2260,79.34150239488044,canary,55.58444113851351,agile,0,1,1,1,1,1,1,1,0,1,62.12663838679073,13,65.57911593909061,4,49,1,0,11,1,567215,1,1,48.260105536129004,72.03277560282581
tier1,v8.5,v9.0,major_1x,105,21,57.67187252703557,43,239898,832713,97.029568195364,1244,10,36,hybrid_cloud,50,22371,9287,7882,100.0,rolling,26.65363285471794,agile,7,1,1,1,1,1,0,1,1,0,76.72610004976184,8,55.07595155052187,12,9,0,1,12,1,3709527,0,1,98.35660395727939,25.634784097682
tier1,v8.2,v9.2,minor,95,11,30.685105601542077,19,414983,624772,98.31408277076123,716,6,18,hybrid_cloud,20,34717,6292,9762,90.10000131043347,canary,99.09247933948241,agile,4,1,1,1,1,1,1,1,1,0,64.01426109802871,8,74.70649242987467,2,11,0,0,7,1,2031507,0,1,50.136410144513526,57.837041385380616
tier2,v8.5,v10.1,major_1x,69,32,43.20798582336541,7,165769,533989,97.41441812825111,757,11,39,private_cloud,9,25589,2912,5239,72.52908152833501,canary,68.02537976646545,agile,7,1,1,1,0,0,1,1,0,1,65.45669071298728,11,52.72257479604966,1,17,0,0,15,1,3734462,1,1,100.0,31.06720906412555
microfinance,v8.5,v11.0,major_1x,79,33,28.320180880024367,4,179649,136596,96.21558716261137,1142,4,19,on_premise,18,5061,3657,1077,75.92066741413699,blue_green,8.935579259821372,waterfall,3,0,1,1,0,1,1,0,0,0,68.39097593317854,13,43.35684176616698,5,40,0,0,4,1,276216,1,1,95.3761314925572,53.76779358130568
tier3,v8.5,v10.1,major_1x,95,28,65.40268261522004,28,285317,594079,97.68692453272516,1178,2,17,hybrid_cloud,17,24253,2799,5796,86.0720916224323,rolling,50.644296101917114,kanban,1,1,1,1,1,1,1,1,1,1,66.09794636420868,8,65.92775415494162,7,8,0,0,5,0,1090168,0,1,40.6418310540021,60.78346226636258
tier2,v8.5,v9.2,minor,52,3,72.64588877552842,9,352547,738611,96.53120485353273,324,2,14,on_premise,12,32330,5360,4002,92.74152614838144,big_bang,45.51508643547875,kanban,5,0,1,1,1,0,1,1,1,1,74.34571014637285,8,82.85144772943598,7,52,0,1,8,1,1459785,1,1,85.0956329750541,78.78560242676636
tier1,v9.2,v10.1,minor,43,17,64.29739627743338,40,194994,906920,98.42314668170552,1529,2,32,private_cloud,21,13269,5041,3129,83.59651704445133,blue_green,51.37704437683726,waterfall,1,0,1,1,1,1,1,0,1,1,83.82936973060777,9,50.949624649084065,1,60,1,0,13,1,1425764,0,1,67.3068578350478,46.63157334085277
tier3,v8.2,v9.2,major_1x,45,20,66.51739211762991,15,251447,263882,98.64049970071333,427,1,8,private_cloud,28,25533,5444,3612,91.60347085555844,rolling,49.30328484936612,waterfall,2,1,1,1,0,1,1,1,1,1,69.48431307594815,14,73.29923799319066,5,34,1,1,13,1,764700,0,1,34.50385394052506,83.78024985035668
tier3,v8.5,v9.0,major_1x,65,32,18.751659277288667,23,220079,599583,97.82939890779443,862,6,28,hybrid_cloud,23,10816,3492,2144,71.98736289782134,rolling,16.745333490404157,waterfall,6,1,1,1,0,1,1,1,1,1,74.74404161893982,17,53.250086902950656,10,5,1,1,8,0,660276,1,1,63.95435167533622,49.67469945389722
tier2,v9.2,v10.5,minor,59,17,73.2449287364574,19,341189,621035,97.08105978685788,1114,4,6,private_cloud,39,28827,6319,6397,78.46298560317847,rolling,84.95747406717217,agile,7,1,1,0,1,1,1,1,1,1,87.68618270046657,7,76.43400986242006,4,26,1,0,16,1,2869794,1,1,42.898911806199514,61.26052989342894
tier3,v8.5,v11.0,major_2x,80,16,18.203148690431927,26,67220,134751,97.89550856111403,400,6,34,public_cloud,24,11162,3606,6280,65.18985815456759,rolling,40.8470241642121,kanban,2,0,0,1,0,1,1,1,1,1,85.36742737146211,15,62.532133255525586,1,52,0,0,9,1,1196637,1,1,100.0,55.94775428055701
microfinance,v9.0,v10.5,major_2x,47,6,32.83856512489181,7,257170,118588,97.76876453278628,1146,9,3,on_premise,23,7342,980,1349,84.14846837748802,big_bang,36.894208153573565,scrum,2,1,1,1,1,0,1,1,1,0,78.32709821612232,19,69.167778964257,6,6,0,0,5,0,530084,0,1,100.0,47.464382266393145
tier2,v8.5,v10.5,major_2x,71,15,28.577201434457557,29,266818,403388,96.71341136853464,870,1,23,on_premise,13,14330,5681,7841,85.5520588195936,canary,42.17690866325089,agile,4,0,1,1,1,0,1,1,1,1,82.2629644438534,12,49.60262486438262,8,28,1,1,6,1,1593680,1,1,86.87702462443127,66.45670568426732
tier3,v8.5,v10.5,major_2x,52,28,64.8670664716769,10,89426,133368,97.74477014636803,649,11,22,hybrid_cloud,7,7780,2213,2845,73.54694728415585,rolling,44.778957234048015,scrum,1,0,1,1,1,1,1,1,1,1,75.65653299806284,13,53.70903098187376,6,55,0,1,7,1,1506201,1,1,100.0,41.892385073184
tier2,v10.1,v9.2,minor,104,39,52.105985234241096,40,347541,506103,97.14459906665145,1297,10,34,on_premise,15,37000,4367,7141,85.3205497058382,blue_green,59.96890519566042,kanban,0,0,1,1,0,1,1,0,1,1,85.68220939557901,13,66.31564890233835,3,10,0,1,9,0,2704928,1,1,100.0,25.63229953332572
tier3,v9.0,v9.2,major_2x,75,20,45.290359056230486,13,302828,158996,98.14763215507317,926,3,22,hybrid_cloud,11,23151,1135,2105,83.75581955858954,canary,28.111714654705104,waterfall,0,1,1,0,1,1,1,1,1,1,68.93542607711943,13,59.188947516439676,7,29,0,1,9,1,2515102,1,1,65.27961531301074,60.55381607753658
tier3,v8.2,v11.0,major_1x,18,38,67.2594251482165,22,166695,594424,96.28896115034664,638,8,19,hybrid_cloud,21,20049,3964,2412,87.57865205675321,blue_green,35.57342581287789,kanban,2,1,1,1,0,0,1,1,1,1,87.77404351560708,10,56.51696514757403,9,42,0,1,5,1,1863836,0,1,79.4980608190618,51.88448057517331
tier3,v8.5,v9.2,minor,15,5,46.12994458152458,28,45979,554197,98.57126757643641,328,6,25,hybrid_cloud,20,19640,2999,6300,63.3899417962709,big_bang,22.358180330274564,scrum,0,1,1,1,1,1,1,1,0,1,67.94610519956656,14,51.27418648562146,7,12,1,0,9,1,2450027,1,1,93.70996702595751,62.225633788218204
tier3,v8.2,v9.2,major_2x,74,27,47.98125426576954,8,118381,513979,97.28166901366643,805,9,11,on_premise,14,20506,5394,1804,83.87811033367709,canary,55.404932377783744,waterfall,4,0,1,1,1,1,1,1,1,1,82.82976174794788,10,55.06669812373391,7,48,0,1,5,1,1393820,1,1,100.0,50.04083450683322
tier2,v9.0,v9.2,minor,15,10,17.06466820530484,32,324455,397481,96.82249489508521,1311,6,31,on_premise,15,13131,4366,7539,81.21186831271348,canary,65.43437058507105,scrum,0,1,1,1,0,1,1,1,1,1,85.68642090815258,13,72.31748698887695,11,13,1,0,13,1,1068761,1,1,62.68337191785017,38.69124744754261
microfinance,v8.5,v9.2,major_1x,81,40,55.87908826962193,4,34749,435618,96.49254668585202,838,6,17,private_cloud,13,11337,2073,1096,79.13512350898985,canary,49.223234427125085,waterfall,2,0,0,1,1,1,1,1,1,1,81.57050964031717,14,63.88463974396337,9,47,0,1,4,1,1501106,0,1,96.32445875438827,54.986273342926
tier3,v10.1,v9.0,minor,46,16,65.75850801400777,5,119603,407980,96.47520673727117,920,1,19,hybrid_cloud,7,22220,1377,5838,70.659791787761,rolling,50.9812892213518,waterfall,0,0,1,1,1,1,1,1,0,1,77.51123537382712,18,56.23768002440022,2,31,0,0,6,0,1378553,0,1,61.84351644694797,67.33760336863557
tier2,v9.2,v11.0,major_1x,99,42,71.34684811454937,31,384049,464929,96.00005629587805,1298,1,6,hybrid_cloud,11,33250,2534,4421,95.87067716003551,blue_green,11.997571607269757,scrum,1,1,1,1,0,1,1,1,0,1,63.14421658348034,14,66.94641846611057,6,42,0,0,10,1,1766414,1,1,52.33194890202479,66.04002814793901
tier3,v10.1,v9.2,major_1x,42,38,24.654275851449217,24,257526,132185,95.48286526705355,903,9,17,hybrid_cloud,24,12294,4186,6327,91.09205627637651,blue_green,18.233482544417903,kanban,4,1,1,0,1,1,0,0,0,1,79.80124975037116,15,48.209604163256934,7,19,0,0,5,1,1506846,0,1,100.0,44.18143263352678
tier3,v10.1,v11.0,major_1x,18,5,24.918234077082335,21,110827,236859,96.38276109038283,333,8,13,private_cloud,29,19629,4331,3606,83.36385383570547,big_bang,30.871225569224407,agile,4,0,1,1,1,1,1,1,0,1,69.68093045118044,9,69.3251104893468,9,37,1,1,7,1,2326014,1,1,100.0,61.03138054519141
tier2,v9.2,v10.1,minor,65,27,36.11293405388933,9,81875,344241,97.24109677958022,1573,2,41,hybrid_cloud,32,24727,6249,7911,85.23610769471814,big_bang,27.946788372421164,waterfall,4,1,1,1,1,0,1,1,0,1,91.67479639814619,11,70.49910070197608,9,63,0,1,15,1,949942,1,1,69.73443374957395,40.66054838979011
microfinance,v9.2,v9.0,major_1x,84,18,27.372311083458428,26,264490,477016,96.30414604222744,279,1,9,on_premise,6,13497,2000,3867,73.02404576992522,blue_green,33.30681908777642,agile,1,1,1,1,1,1,1,1,1,1,67.99233075746474,10,66.97653491419294,6,4,1,1,10,1,985677,0,1,44.403273894090205,85.07207302111372
microfinance,v9.2,v9.2,major_1x,58,35,27.13362478582592,25,48483,509319,95.16532466008472,930,2,9,on_premise,11,10597,3988,2184,59.5768134414306,canary,54.192817505904515,waterfall,5,1,1,1,0,1,1,1,1,1,68.98648361820722,17,63.74854484825231,2,19,0,0,2,1,694393,1,1,53.08142131606458,68.48266233004236
tier2,v8.5,v9.0,minor,83,42,50.293299158939554,41,72401,501386,97.71899596917308,1494,12,18,private_cloud,39,9553,2473,4860,90.4801047765727,canary,65.4848727260498,scrum,1,1,1,1,1,1,1,1,1,1,70.32519114351372,9,55.30692879910928,10,19,0,1,4,1,3125654,0,1,89.01978345927168,23.979497984586544
microfinance,v8.2,v9.0,major_2x,33,29,53.10327987511118,28,146961,177336,95.5938080579342,306,2,8,public_cloud,8,15700,1953,771,61.07569542398807,rolling,18.193169948243174,waterfall,1,1,1,1,1,0,1,1,1,0,77.67134545842488,15,48.96921523012484,1,15,1,0,3,1,307660,1,1,80.84160281620422,81.6769040289671
tier1,v8.2,v10.1,major_1x,31,26,75.97213183497203,13,302189,594430,96.52536637921976,391,3,49,private_cloud,43,34952,8553,7042,90.56503808306809,blue_green,48.79340790145042,scrum,4,1,1,1,0,1,1,1,1,1,73.90051415925217,7,55.06057768563661,10,37,0,1,7,1,4847897,1,1,40.92476194488811,56.94268318960988
tier2,v9.2,v11.0,major_2x,52,5,18.433447774850034,34,264565,348442,95.8987780081063,583,4,16,on_premise,37,11340,4514,2586,79.91686473844698,blue_green,14.370441408129794,agile,5,1,1,1,1,0,1,1,1,0,83.54780926584898,9,77.96206190940802,5,61,0,1,6,1,1418438,1,1,89.01336583581282,66.28938900405316
